merchant_abn,merchant_name,segment,Takings Rank,Loss Potential Ranking,Growth Potential Ranking,Final Ranking
72932341819,Malesuada Fringilla Est Inc.,"Fashion, Jewelry & Personal Goods",3120,3119,2950,3154
88202878932,Tellus Id Limited,"Fashion, Jewelry & Personal Goods",3130,3131,3011,3185
72660843393,Augue Porttitor Interdum Ltd,"Fashion, Jewelry & Personal Goods",3041,3041,3196,3186
93700243350,Penatibus Et Magnis Institute,"Fashion, Jewelry & Personal Goods",2901,2901,3476,3187
29839336901,Sollicitudin Orci Inc.,"Fashion, Jewelry & Personal Goods",3071,3073,3136,3189
18293836021,Orci Adipiscing Non Corporation,"Fashion, Jewelry & Personal Goods",3301,3300,2689,3192
35713332328,Nisi Magna Sed LLC,"Fashion, Jewelry & Personal Goods",2989,2988,3337,3195
85580030308,Condimentum Associates,"Fashion, Jewelry & Personal Goods",2898,2898,3537,3204
69107197788,In Lorem LLP,"Fashion, Jewelry & Personal Goods",3157,3157,3037,3210
11766327188,Ante Maecenas Mi Incorporated,"Fashion, Jewelry & Personal Goods",3091,3094,3216,3228
15577036924,Euismod Ac Corporation,"Fashion, Jewelry & Personal Goods",3145,3145,3115,3231
23812588784,Porttitor Vulputate Institute,"Fashion, Jewelry & Personal Goods",3225,3225,2957,3232
36479085063,Lacinia Orci Consectetuer Company,"Fashion, Jewelry & Personal Goods",3530,3528,2360,3237
27332799149,Parturient Montes Nascetur Incorporated,"Fashion, Jewelry & Personal Goods",3149,3149,3141,3248
35632109137,Natoque Penatibus Industries,"Fashion, Jewelry & Personal Goods",3340,3340,2795,3260
50100476535,Praesent Corp.,"Fashion, Jewelry & Personal Goods",3315,3315,2860,3265
18547244547,Sem Nulla Interdum Corp.,"Fashion, Jewelry & Personal Goods",3166,3164,3167,3267
38074504441,Metus In Lorem Associates,"Fashion, Jewelry & Personal Goods",3425,3425,2701,3285
16903677169,Quis Lectus Nullam PC,"Fashion, Jewelry & Personal Goods",3083,3083,3407,3290
82803045102,Lobortis Class Aptent Incorporated,"Fashion, Jewelry & Personal Goods",3219,3219,3147,3296
26945243832,Nisi Magna Inc.,"Fashion, Jewelry & Personal Goods",3240,3241,3110,3300
13103397121,Litora Torquent Limited,"Fashion, Jewelry & Personal Goods",3142,3143,3315,3302
56519940783,Malesuada Limited,"Fashion, Jewelry & Personal Goods",3435,3435,2735,3303
99319455478,Senectus LLP,"Fashion, Jewelry & Personal Goods",3045,3049,3529,3310
21635402842,Aliquet Phasellus Limited,"Fashion, Jewelry & Personal Goods",2955,2953,3742,3324
30769373086,Massa Vestibulum Ltd,"Fashion, Jewelry & Personal Goods",3481,3481,2711,3330
56683290946,Duis Mi LLC,"Fashion, Jewelry & Personal Goods",3413,3413,2899,3350
30772059502,Egestas Sed Pharetra Corp.,"Fashion, Jewelry & Personal Goods",3106,3111,3512,3352
32897338221,Vel Nisl Incorporated,"Fashion, Jewelry & Personal Goods",3105,3104,3565,3362
23055736061,Pede Inc.,"Fashion, Jewelry & Personal Goods",3464,3464,2864,3370
67696830978,Ante Ipsum Primis Ltd,"Fashion, Jewelry & Personal Goods",3436,3434,2931,3371
48080014857,Mauris Eu Incorporated,"Fashion, Jewelry & Personal Goods",3278,3271,3258,3374
44496269421,Nisl Sem Industries,"Fashion, Jewelry & Personal Goods",3646,3646,2526,3378
52763133264,Dui Lectus LLP,"Fashion, Jewelry & Personal Goods",3226,3226,3372,3383
29032530325,Duis Incorporated,"Fashion, Jewelry & Personal Goods",3354,3354,3127,3387
45281821904,Mollis Nec Cursus Corp.,"Fashion, Jewelry & Personal Goods",3118,3120,3642,3400
68252147715,Eget Laoreet Posuere Incorporated,"Fashion, Jewelry & Personal Goods",3151,3150,3599,3404
88923351769,Malesuada Augue Ut Associates,"Fashion, Jewelry & Personal Goods",3633,3633,2637,3405
51759688899,Duis Risus Corp.,"Fashion, Jewelry & Personal Goods",3241,3240,3428,3409
37228343237,Odio A Purus Associates,"Fashion, Jewelry & Personal Goods",3327,3327,3278,3415
75475421683,Magna Tellus Limited,"Fashion, Jewelry & Personal Goods",3487,3487,2962,3417
75239540583,Eget Volutpat Ornare Institute,"Fashion, Jewelry & Personal Goods",3127,3126,3685,3418
67698554653,Dui Nec Tempus Inc.,"Fashion, Jewelry & Personal Goods",3314,3314,3328,3425
33783846300,Suspendisse Non Leo LLP,"Fashion, Jewelry & Personal Goods",3155,3156,3654,3429
86137100428,Orci Company,"Fashion, Jewelry & Personal Goods",3081,3081,3811,3431
48687812209,Eu Enim LLC,"Fashion, Jewelry & Personal Goods",3568,3567,2890,3447
60318067173,Placerat Velit LLP,"Fashion, Jewelry & Personal Goods",3325,3325,3391,3454
78004123157,Nisl Nulla Corporation,"Fashion, Jewelry & Personal Goods",3175,3175,3713,3467
75393511037,Curabitur Dictum Phasellus LLC,"Fashion, Jewelry & Personal Goods",3434,3436,3273,3491
19687751331,Nulla Semper LLP,"Fashion, Jewelry & Personal Goods",3182,3183,3785,3496
83147343261,Porttitor Scelerisque Neque Ltd,"Fashion, Jewelry & Personal Goods",3135,3136,3886,3498
53872162300,Cursus LLP,"Fashion, Jewelry & Personal Goods",3394,3395,3375,3501
40819329493,Cursus PC,"Fashion, Jewelry & Personal Goods",3250,3253,3670,3505
61813633430,Nunc Pulvinar Arcu Foundation,"Fashion, Jewelry & Personal Goods",3281,3279,3641,3516
52375327397,A Purus Consulting,"Fashion, Jewelry & Personal Goods",3205,3204,3804,3526
78563968372,Lorem Incorporated,"Fashion, Jewelry & Personal Goods",3458,3458,3335,3536
42497793396,Nunc Id LLP,"Fashion, Jewelry & Personal Goods",3404,3403,3473,3546
62379298278,Vitae Purus Industries,"Fashion, Jewelry & Personal Goods",3343,3346,3604,3557
41544083714,Convallis Dolor Foundation,"Fashion, Jewelry & Personal Goods",3426,3427,3464,3562
22090875218,Aliquam Auctor Institute,"Fashion, Jewelry & Personal Goods",3469,3465,3395,3563
62854571289,Nibh Quisque Institute,"Fashion, Jewelry & Personal Goods",3759,3759,2839,3568
28504709344,Consequat Corp.,"Fashion, Jewelry & Personal Goods",3785,3785,2796,3570
78150905875,Pharetra Nibh Consulting,"Fashion, Jewelry & Personal Goods",3626,3625,3122,3571
86269318582,Mauris Ut Mi Corporation,"Fashion, Jewelry & Personal Goods",3477,3477,3425,3575
18714755910,Feugiat Non Lobortis Ltd,"Fashion, Jewelry & Personal Goods",3397,3397,3644,3589
83159206648,At Lacus LLC,"Fashion, Jewelry & Personal Goods",3403,3406,3631,3591
11470993597,Sed Associates,"Fashion, Jewelry & Personal Goods",3619,3620,3237,3600
62711420968,Volutpat Ornare LLP,"Fashion, Jewelry & Personal Goods",3544,3542,3398,3603
81325516978,Auctor Velit Industries,"Fashion, Jewelry & Personal Goods",3768,3768,3031,3632
35475436187,Orci Lacus Vestibulum Institute,"Fashion, Jewelry & Personal Goods",3624,3624,3347,3639
48952879715,Mauris Sagittis Placerat Consulting,"Fashion, Jewelry & Personal Goods",3561,3563,3474,3642
72436557937,Dui Cras Consulting,"Fashion, Jewelry & Personal Goods",3571,3570,3459,3645
28855451293,Purus Nullam Scelerisque Corporation,"Fashion, Jewelry & Personal Goods",3584,3588,3467,3657
87211363921,Mauris Non PC,"Fashion, Jewelry & Personal Goods",3695,3695,3291,3668
88106318416,Ac Mi LLC,"Fashion, Jewelry & Personal Goods",3607,3607,3499,3677
89029397913,Elit Incorporated,"Fashion, Jewelry & Personal Goods",3694,3694,3327,3679
50623435704,Fusce Mollis Inc.,"Fashion, Jewelry & Personal Goods",3616,3618,3500,3686
59873499253,Velit Associates,"Fashion, Jewelry & Personal Goods",3503,3502,3750,3689
10922217544,Justo Associates,"Fashion, Jewelry & Personal Goods",3744,3744,3276,3693
79890957413,Sed Orci Corp.,"Fashion, Jewelry & Personal Goods",3553,3554,3669,3697
68977708301,Amet Nulla Incorporated,"Fashion, Jewelry & Personal Goods",3479,3479,3846,3706
36758807067,Pellentesque Ut Ipsum Institute,"Fashion, Jewelry & Personal Goods",3829,3829,3148,3707
38251474462,Ipsum Dolor LLC,"Fashion, Jewelry & Personal Goods",3634,3634,3573,3714
58317155743,Ante Dictum Associates,"Fashion, Jewelry & Personal Goods",3562,3561,3793,3735
20450624188,Nullam Nisl Maecenas PC,"Fashion, Jewelry & Personal Goods",3554,3555,3839,3747
96458464738,Non Luctus Sit Incorporated,"Fashion, Jewelry & Personal Goods",3628,3627,3732,3760
71922512366,Ligula Consectetuer Institute,"Fashion, Jewelry & Personal Goods",3691,3691,3667,3779
31029589578,Semper Et Lacinia Company,"Fashion, Jewelry & Personal Goods",3647,3647,3789,3787
89598973352,Ipsum LLC,"Fashion, Jewelry & Personal Goods",3663,3663,3855,3812
64648788229,Nisl Maecenas LLC,"Fashion, Jewelry & Personal Goods",3684,3683,3851,3825
43698886228,Nec Quam Corp.,"Fashion, Jewelry & Personal Goods",3696,3696,3859,3840
89129047209,Suspendisse Tristique Neque LLC,"Fashion, Jewelry & Personal Goods",3790,3790,3799,3869
64196096120,Turpis Incorporated,"Fashion, Jewelry & Personal Goods",3859,3859,3829,3904
